Delegacia;Ano;Natureza;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
044 DP - Guaianazes;2024;TOTAL DE ROUBO - OUTROS (1);1520;1780;1830;1570;1350;145;146;138;79;85;109;136;1643
044 DP - Guaianazes;2024;ROUBO - OUTROS;1520;1760;1820;1550;1350;143;145;136;79;84;106;133;1626
044 DP - Guaianazes;2024;ROUBO DE VEÍCULO;190;220;170;280;160;16;17;20;13;21;19;20;2280
044 DP - Guaianazes;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2024;ROUBO DE CARGA;0;20;10;20;0;2;1;2;0;1;3;3;170
044 DP - Guaianazes;2024;FURTO - OUTROS;1240;940;1530;1470;1640;112;123;145;150;144;117;107;158
044 DP - Guaianazes;2024;FURTO DE VEÍCULO;150;300;180;210;100;15;17;27;16;21;21;15;2260
044 DP - Guaianazes;2023;HOMICÍDIO DOLOSO (2);20;0;20;0;0;1;0;2;1;0;0;1;90
044 DP - Guaianazes;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);20;0;20;0;0;1;0;3;1;0;0;1;100
044 DP - Guaianazes;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;10;0;0;0;0;0;0;2;0;1;40
044 DP - Guaianazes;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;1;0;0;0;0;0;0;10
044 DP - Guaianazes;2023;TENTATIVA DE HOMICÍDIO;20;10;0;0;10;2;0;1;0;0;2;1;100
044 DP - Guaianazes;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;1;0;10
044 DP - Guaianazes;2023;LESÃO CORPORAL DOLOSA;300;320;460;280;400;34;41;32;48;30;49;37;4470
044 DP - Guaianazes;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;100;70;70;0;110;8;13;11;10;7;13;10;1070
044 DP - Guaianazes;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;10;0;0;0;0;0;1;1;0;0;30
044 DP - Guaianazes;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2023;TOTAL DE ESTUPRO (4);20;30;30;60;10;3;5;1;5;4;3;5;410
044 DP - Guaianazes;2023;ESTUPRO;0;0;10;10;0;1;0;0;0;0;2;0;50
044 DP - Guaianazes;2023;ESTUPRO DE VULNERÁVEL;20;30;20;50;10;2;5;1;5;4;1;5;360
044 DP - Guaianazes;2023;TOTAL DE ROUBO - OUTROS (1);1260;1150;1150;1100;1440;144;182;152;146;162;141;172;1709
044 DP - Guaianazes;2023;ROUBO - OUTROS;1240;1130;1150;1090;1420;144;179;150;143;159;141;172;1691
044 DP - Guaianazes;2023;ROUBO DE VEÍCULO;280;180;210;310;210;26;33;35;17;27;36;40;3330
044 DP - Guaianazes;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2023;ROUBO DE CARGA;20;20;0;10;20;0;3;2;3;3;0;0;180
044 DP - Guaianazes;2023;FURTO - OUTROS;1320;920;1360;1530;1380;127;140;135;133;143;125;148;1602
044 DP - Guaianazes;2023;FURTO DE VEÍCULO;220;210;390;340;200;27;16;23;23;26;21;15;2870
044 DP - Guaianazes;2022;HOMICÍDIO DOLOSO (2);20;0;10;0;0;1;0;2;1;2;1;0;100
044 DP - Guaianazes;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);20;0;10;0;0;1;0;2;1;2;1;0;100
044 DP - Guaianazes;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;1;0;0;0;0;0;0;10
044 DP - Guaianazes;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;1;0;0;0;0;0;0;10
044 DP - Guaianazes;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;1;0;0;0;0;0;0;10
044 DP - Guaianazes;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;1;0;0;10
044 DP - Guaianazes;2022;TENTATIVA DE HOMICÍDIO;0;10;10;0;0;2;1;2;1;1;1;0;100
044 DP - Guaianazes;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;10;10;0;1;0;0;0;0;0;30
044 DP - Guaianazes;2022;LESÃO CORPORAL DOLOSA;310;190;440;260;300;32;35;28;30;34;26;32;3670
044 DP - Guaianazes;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;80;100;90;90;80;7;9;11;6;8;6;6;970
044 DP - Guaianazes;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;20;10;0;40;0;0;0;2;0;0;0;90
044 DP - Guaianazes;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2022;TOTAL DE ESTUPRO (4);30;30;40;50;30;1;2;6;0;3;6;5;410
044 DP - Guaianazes;2022;ESTUPRO;0;0;10;30;0;0;1;0;0;0;1;2;80
044 DP - Guaianazes;2022;ESTUPRO DE VULNERÁVEL;30;30;30;20;30;1;1;6;0;3;5;3;330
044 DP - Guaianazes;2022;TOTAL DE ROUBO - OUTROS (1);1970;1390;1590;2010;1670;173;165;131;160;157;161;155;1965
044 DP - Guaianazes;2022;ROUBO - OUTROS;1940;1390;1580;1980;1670;172;160;129;156;155;158;150;1936
044 DP - Guaianazes;2022;ROUBO DE VEÍCULO;210;280;360;320;340;24;32;20;29;28;41;25;3500
044 DP - Guaianazes;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
044 DP - Guaianazes;2022;ROUBO DE CARGA;30;0;10;30;0;1;5;2;4;2;3;5;290
044 DP - Guaianazes;2022;FURTO - OUTROS;1330;1120;1660;1510;1260;140;96;127;115;106;121;130;1523
044 DP - Guaianazes;2022;FURTO DE VEÍCULO;300;360;390;290;310;18;33;24;26;30;34;21;3510
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;HOMICÍDIO DOLOSO (2);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;LESÃO CORPORAL DOLOSA;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;TOTAL DE ESTUPRO (4);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;ESTUPRO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;ESTUPRO DE VULNERÁVEL;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;ROUBO - OUTROS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;ROUBO DE VEÍCULO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;ROUBO DE CARGA;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;FURTO - OUTROS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2025;FURTO DE VEÍCULO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;LESÃO CORPORAL DOLOSA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;FURTO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2024;FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;LESÃO CORPORAL DOLOSA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;FURTO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2023;FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;LESÃO CORPORAL DOLOSA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;FURTO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-Delegacia do Idoso - 5ª Seccional - Leste_20250724_221622;2022;FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2025;HOMICÍDIO DOLOSO (2);0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;0;0;10;;;;;;;;20
030 DP - Tatuapé;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;TENTATIVA DE HOMICÍDIO;0;0;10;0;0;;;;;;;;10
030 DP - Tatuapé;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;LESÃO CORPORAL DOLOSA;180;300;320;260;260;;;;;;;;1320
030 DP - Tatuapé;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;120;140;190;130;290;;;;;;;;870
030 DP - Tatuapé;2025;LESÃO CORPORAL CULPOSA - OUTRAS;10;10;30;20;20;;;;;;;;90
030 DP - Tatuapé;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;TOTAL DE ESTUPRO (4);10;30;30;10;10;;;;;;;;90
030 DP - Tatuapé;2025;ESTUPRO;10;10;0;10;0;;;;;;;;30
030 DP - Tatuapé;2025;ESTUPRO DE VULNERÁVEL;0;20;30;0;10;;;;;;;;60
030 DP - Tatuapé;2025;TOTAL DE ROUBO - OUTROS (1);880;1170;1270;1340;1240;;;;;;;;5900
030 DP - Tatuapé;2025;ROUBO - OUTROS;880;1170;1260;1340;1240;;;;;;;;5890
030 DP - Tatuapé;2025;ROUBO DE VEÍCULO;40;120;140;80;30;;;;;;;;410
030 DP - Tatuapé;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
030 DP - Tatuapé;2025;ROUBO DE CARGA;0;0;10;0;0;;;;;;;;10
030 DP - Tatuapé;2025;FURTO - OUTROS;3020;2970;3520;3020;3190;;;;;;;;1572
030 DP - Tatuapé;2025;FURTO DE VEÍCULO;1030;1400;1230;1050;1030;;;;;;;;5740
030 DP - Tatuapé;2024;HOMICÍDIO DOLOSO (2);0;0;10;0;20;0;1;0;0;0;0;0;40
030 DP - Tatuapé;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;10;0;20;0;1;0;0;0;0;0;40
030 DP - Tatuapé;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;10;0;0;0;0;0;0;0;0;0;10
030 DP - Tatuapé;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;10;0;0;0;0;0;0;0;0;0;10
030 DP - Tatuapé;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;0;0;10;0;0;0;0;0;1;0;30
